job_list_id,Company,Title,Link,Job,Location
250,블루닷(주),반도체 회로 설계 개발자 (경력) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49603847,"백엔드/서버개발, 앱개발, 웹개발, 인프라, 임베디드",서울 강남구 외
251,(주)두다지,불법 저작권 모니터링 시스템 개발 및 운영 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49606240,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, SE(시스템엔지니어)",서울 관악구 외
252,(주)비바이노베이션,모바일파트-iOS 개발 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49605385,"앱개발, 웹개발, 프론트엔드, Android, Git",서울 강남구 외
253,(주)랩투마켓,"풀스택 Typescript 개발자 (자동화 장비 제어, javascript) 대리급 채용 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49605214,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 네트워크",서울 강서구 외
254,(주)랩투마켓,"풀스택 Typescript 개발자 (자동화 장비 제어, javascript) 과장급 채용 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49605220,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 네트워크",서울 강서구 외
255,글로지(주),SE/DevOps 엔지니어 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49599499,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 인프라",서울전체 외
256,(주)이노룰스,[신제품개발] 금융 관련 솔루션 개발자 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49598619,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, RDBMS",서울전체 외
257,피아스페이스(주),백엔드 개발자(경력3년이상) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49597947,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), ECMAScript",서울 서초구 외
258,(주)휴머스온,Sr. Backend Engineer 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49594965,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 강남구 외
259,미스터블루(주),"백엔드 파트장 (Java, Spring) 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49593475,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",서울 강서구 외
260,와디즈(주),백엔드 개발 (CORE개발/주문.결제) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49587548,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",경기전체 외
261,(주)엠로,Cloud 프로젝트 수행 담당(과장급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49586915,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울전체 외
262,에스디바이오센서(주),모바일 APP개발자(IOS) 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49585215,"앱개발, 웹개발, 프론트엔드, C++, C언어",경기전체 외
263,(주)휴머스온,Backend Engineer(통합메세징 솔루션) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49584783,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발, DBA",서울 강남구 외
264,(주)와이덴케어,블랑바이미 백엔드 개발자 경력(13~15년) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583985,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",경기전체 외
265,(주)와이덴케어,블랑바이미 백엔드 개발자 경력(10~12년) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583976,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",경기전체 외
266,(주)와이덴케어,블랑바이미 백엔드 개발자 경력(7~9년) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583970,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",경기전체 외
267,(주)와이덴케어,블랑바이미 백엔드 개발자 경력(3~6년) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583964,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",경기전체 외
268,엔카닷컴(주),Back-end 개발 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583330,"백엔드/서버개발, 웹개발, 프론트엔드, Java, JPA",서울 중구 외
269,(주)테크랩스,웹 개발자(PHP) (브랜드엑셀러레이팅사업부) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583205,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 강남구 외
270,블루가(주),웹 서비스 풀스택 개발자(과장급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583019,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹",경기전체 외
271,(주)두두원,5G/6G 코어망 소프트웨어 개발자 (3~8년) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49582978,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 네트워크",대전전체 외
272,블루가(주),웹 서비스 풀스택 개발자(대리급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583016,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹",경기전체 외
273,(주)디컴트루,JAVA 풀스택 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49583235,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, ECMAScript",서울전체 외
274,(주)아론티어,[기업부설 연구소] 웹 백엔드 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49580499,"백엔드/서버개발, 웹개발, 프론트엔드, Django, Git",서울 서초구 외
275,(주)크레버스,Data Engineer(경력5년) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49578486,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발, DBA",서울 강남구 외
276,(주)라텔앤드파트너즈,iOS 개발자 (5년 이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49575670,"앱개발, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹",서울 중구 외
277,(주)아론,IoT Back-end Engineer 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49574926,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",서울 서초구 외
278,(주)미디어로그,SI 개발 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49572362,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 마포구 외
279,(주)플래티어,이커머스 플랫폼 개발자 (경력직) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49571160,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울전체 외
280,(주)와그,"백엔드 개발자 모집(PHP, java) 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49570980,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",서울 종로구 외
281,(주)와그,서버개발팀 팀장 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49570965,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",서울 종로구 외
282,(주)더블미디어,데이터 분석가 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49570821,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발, DBA",서울 강남구 외
283,(주)한국비즈텍,프로젝트 PM 및 초중급 개발자(경력) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49571991,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, Java",서울전체 외
284,(주)딥브레인에이아이,"Back-end 개발자(Node.js, React, Express, Next.js)(병특가능) 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49560008,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 인프라",서울 강남구 외
285,(주)포지큐브,NodeJS 백엔드 주니어 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49557270,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",서울 강남구 외
286,올거나이즈코리아(주),[일본근무] DevOps Engineer 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49555055,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 인프라",기타해외
287,올거나이즈코리아(주),DevOps Engineer 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49555059,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 인프라",서울 강남구 외
288,트럼피아(주),Java Backend 서비스 개발자 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49554886,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",서울 강남구 외
289,(주)에이아이파크,백엔드 개발자(7년 이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49554369,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 네트워크",서울 마포구 외
290,(주)큐픽스,Backend Engineer (전문연구요원가능) [경력 2년 ~ 4년] 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49554353,"백엔드/서버개발, 웹개발, 프론트엔드, 인프라, AWS",경기전체 외
291,(주)오오티디,패션 SNS OOTD 플랫폼 백엔드 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49551338,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",서울전체 외
292,(주)지로,[드롭샷스톡] 백엔드 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49550931,"백엔드/서버개발, 웹개발, 프론트엔드, 인프라, AWS",서울 강남구 외
293,(주)백두테크놀로지스,주니어 백엔드 엔지니어 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49550222,"백엔드/서버개발, 웹개발, 프론트엔드, 인프라, AWS",서울 강남구 외
294,(주)크레스콤,웹 풀스택 개발자 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49543114,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, SE(시스템엔지니어)",경기전체 외
295,(주)네비웍스,웹 개발자 경력직 채용(3년 이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49542886,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, SE(시스템엔지니어)",경기전체 외
296,(주)이수시스템,인사솔루션 개발자 채용 (10년~14년) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49541701,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 서초구 외
297,(주)이수시스템,인사솔루션 개발자 채용 (6년~9년) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49541693,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 서초구 외
298,한화비전(주),Cloud Backend Engineer 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49541670,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, RDBMS",경기전체 외
299,(주)유진로봇,백엔드(Back-end) 개발자 (경력 7년이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49540321,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",인천 연수구 외
300,(주)핀크,[하나금융그룹 자회사] Back-End 서버개발자 경력 (10년이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49540199,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, ECMAScript",서울 중구 외
301,(주)핀크,[하나금융그룹 자회사] Back-End 서버개발자 경력 (5년이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49540188,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, ECMAScript",서울 중구 외
302,(주)디어유,메세징 서비스 개발자 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49539682,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",서울 강남구 외
303,(주)디어유,Account & Community 개발 팀장급 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49539677,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",서울 강남구 외
304,(주)페이타랩,[패스오더] Android Developer (경력 6~10년 이하) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49537252,"앱개발, 웹개발, 프론트엔드, Android, Git",서울 강남구 외
305,(주)페이타랩,[패스오더] Android Developer (병역특례 지원가능)(신입~5년 이하) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49537250,"앱개발, 웹개발, 프론트엔드, Android, Git",서울 강남구 외
306,(주)델레오코리아,[플랫폼개발팀] Java Senior 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49535620,"백엔드/서버개발, 웹개발, 프론트엔드, 딥러닝, 머신러닝",서울 강남구 외
307,(주)델레오코리아,[플랫폼개발팀] Java 주니어 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49535617,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 딥러닝",서울 강남구 외
308,(주)미디어로그,SI 개발 PM 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49535478,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, SE(시스템엔지니어)",서울 마포구 외
309,스콥정보통신(주),어플리케이션 개발자 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49535369,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 방화벽",서울 서초구 외
310,(주)아파트아이,Java 백엔드 개발 (미들급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49535441,"백엔드/서버개발, 웹개발, 프론트엔드, ECMAScript, Java",서울전체 외
311,(주)아파트아이,Java 백엔드 개발 (시니어) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49535437,"백엔드/서버개발, 웹개발, 프론트엔드, ECMAScript, Java",서울전체 외
312,(주)이노룰스,[ADP팀] 웹 풀스택 개발자(PL 급) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49536740,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹",서울전체 외
313,(주)빗썸코리아,데이터 분석 개발자 경력 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49534693,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발, SE(시스템엔지니어)",서울 강남구 외
314,(주)티사이언티픽,JAVA 개발자 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49531756,"백엔드/서버개발, 웹개발, 프론트엔드, ECMAScript, Java",서울 동작구 외
315,코이랩스(주),서버 개발 [글로벌 교육 서비스 KOKIRI] 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49530790,"백엔드/서버개발, 웹개발, 프론트엔드, 인프라, AWS",서울 마포구 외
316,에이지엘(주),온라인몰 DB 개발자[Reserve with Google 글로벌 골프 실시간 예약 플랫폼] 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49531190,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 광진구 외
317,에이지엘(주),국내외 결제 연동 개발자 [Reserve with Google 글로벌 골프 실시간 예약 플랫폼] 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49531195,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 광진구 외
318,(주)미디어로그,AX시스템 개발 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49529341,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 강서구 외
319,(주)엠로,Java개발자 (Cloud Native) (경력 5년~10년) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49529305,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울전체 외
320,(주)엠로,Java개발자 (Cloud Native) (경력 3년~5년) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49528653,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울전체 외
321,호전실업(주),"데이터 분석, AI엔지니어 채용 (8~10년) 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49528486,"데이터분석가, 데이터엔지니어, 웹개발, 프론트엔드, SE(시스템엔지니어)",서울 마포구 외
322,호전실업(주),"데이터 분석, AI엔지니어 채용 (4~7년) 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49528482,"데이터분석가, 데이터엔지니어, 웹개발, 프론트엔드, SE(시스템엔지니어)",서울 마포구 외
323,(주)엔코위더스,Software Engineer Leader 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49528354,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울 종로구 외
324,(주)한국네트웍스,통합 물류시스템 운영/개발 [경력 7년 ~ 10년] 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49527130,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, C#",경기전체 외
325,(주)한국네트웍스,통합 물류시스템 운영/개발 [경력 3년 ~ 6년] 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49527126,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, C#",경기전체 외
326,(주)엠로,AI솔루션 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49526328,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 인프라",서울전체 외
327,(주)비욘드테크,프로그래머 / 경력직 - 웹 JAVA JSP / 응용 C# 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49526226,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, S/W",서울전체 외
328,(주)엑심베이,오프라인 결제 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49525218,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), C#",서울전체 외
329,(주)엑심베이,PG 플랫폼 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49525227,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, SE(시스템엔지니어)",서울전체 외
330,(주)엑심베이,통합 정산 시스템 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49525224,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, DBA",서울전체 외
331,에스디바이오센서(주),모바일 APP개발자(AOS) 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49524928,"앱개발, 웹개발, 프론트엔드, Android, C++",경기전체 외
332,(주)이젬코,[ICT 사업본부] 웹솔루션 개발 정규직 채용 (팀장급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49524608,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, 모의해킹",서울 성동구 외
333,(주)오래,서버 백엔드 개발자 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49524721,"백엔드/서버개발, 웹개발, 프론트엔드, ECMAScript, Javascript",부산전체 외
334,(주)오래,[제로아이즈] PM/기획 매니저 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49524724,"백엔드/서버개발, 웹개발, 프론트엔드, DBA, 인프라",부산전체 외
335,(주)와이톤,주니어 백엔드 개발자 채용 (경력) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49524496,"백엔드/서버개발, 웹개발, 프론트엔드, 인프라, AWS",서울 강남구 외
336,(주)에이치아이티,Flutter(플러터) Web(웹) 개발자 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49441760,"앱개발, 웹개발, 프론트엔드, SI개발, 인터페이스",서울 서초구
337,(주)우리기술,원자력 HW개발/SW개발/철도사업엔지니어/구매생산 분야 채용 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49523729,"백엔드/서버개발, 보안컨설팅, 앱개발, 정보보안, 프론트엔드",서울 마포구 외
338,(주)파운트,[금융/핀테크/Python] 백엔드 엔지니어(리드급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49371521,"앱개발, 웹개발, 프론트엔드, AI(인공지능), Android",서울 중구
339,엔에이치엔한국사이버결제 주식회사,[NHN KCP] 백엔드 개발 담당 모집 (대리급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49587647,"백엔드/서버개발, 앱개발, 웹개발, Docker, Git",서울 구로구
340,(주)라인정보통신,나주혁신도시 전력계 공기업 중급개발자 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49586517,"백엔드/서버개발, 웹개발, 유지보수, SI개발, Eclipse",전남 나주시
341,(주)엑스엘게임즈,엑스엘게임즈 프로그래머 부문 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49585953,"게임개발, 백엔드/서버개발, 웹개발, 프론트엔드, 네트워크",경기 성남시 분당구
342,㈜리드코프,(주)리드데이터시스템즈 개발팀 채용((주)리드코프 계열사) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49585852,"백엔드/서버개발, 앱개발, 웹개발, SI개발, Spring",서울 중구
343,(주)핑거,[핑거] Back-End 개발자 채용 (경력 7년 이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49585648,"백엔드/서버개발, 앱개발, 웹개발, SI개발, 클라우드",서울 영등포구
344,(주)핑거,[핑거] Front-End 개발자 채용 (경력 3년 이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49585639,"앱개발, 웹개발, 프론트엔드, CSS, Javascript",서울 영등포구
345,이이넥서스,[요코하마근무]PHP Laravel 엔지니어 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49584104,"백엔드/서버개발, 앱개발, 웹개발, CSS, HTML",일본 도쿄
346,이이넥서스,"[도쿄근무]백엔드,서버 개발자 모집(일본어 필수) 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49584043,"백엔드/서버개발, 웹개발, 웹마스터, 프론트엔드, 네트워크",일본
347,유니원아이앤씨(주),[경력] R&D 개발자 모집 - 과장급(5년이상) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49465646,"백엔드/서버개발, 앱개발, 프론트엔드, Java, JSP",서울 영등포구
348,블루가(주),웹 서비스 풀스택 개발자 모십니다. 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49582481,"백엔드/서버개발, 웹개발, 프론트엔드, 풀스택, HTML5",경기 성남시 분당구
349,에스트라오토모티브시스템(주),에스트라오토모티브시스템(주) 정보전략실[IT 회계시스템] 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49577167,"데이터엔지니어, 백엔드/서버개발, 유지보수, 정보보안, ERP",대구 달성군 외
350,(주)NE능률,2024년 12월 NE능률 신입 및 경력(수시) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49498664,"백엔드/서버개발, 유지보수, 프론트엔드, SE(시스템엔지니어), 네트워크",서울 마포구 외
351,엠클라우드브리지(주),소프트웨어 엔지니어(Application Engineer) 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49580590,"기술지원, 데이터분석가, 데이터엔지니어, 앱개발, 유지보수",서울 강남구
352,(주)런인베스트,[기업컨설팅 솔루션 스타트업] '개발총괄' 팀장님을 찾습니다 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49579166,"백엔드/서버개발, 앱개발, 웹개발, AWS, Flutter",서울 중구
353,아르고마린토탈(주),아르고마린토탈(주) R&D센터 직원 모집 (전기 관련 자격증 우대) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49579098,"백엔드/서버개발, 유지보수, 퍼블리셔, 프론트엔드, 경영기획",전남 광양시
354,(주)스프레틱스,[코딩온] SW / 코딩 강사 경력직 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49578132,"백엔드/서버개발, 웹개발, 프론트엔드, 교육기획, 교육운영",서울 마포구
355,젬텍(주),Linux기반 C/C++ 개발 및 운영자 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49506507,"백엔드/서버개발, 웹개발, 유지보수, 네트워크, 정보통신",서울 강남구 외
356,(주)하이브랩,[하이브랩] 경력직 UI 개발자 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49576247,"앱개발, 웹개발, 프론트엔드, 웹표준·웹접근성, CSS",경기 성남시 분당구 외
357,자이언트솔루션,웹프로그래머 프리랜서 개발자(경력직) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49575746,"백엔드/서버개발, 웹개발, 프론트엔드, Ajax, Java",서울 금천구
358,(주)시너젠,자바 개발자 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49376461,"백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",서울 성동구
359,(주)아정네트웍스,[아정당] React Native 앱 개발자 (3년이상 ~ 리드급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49563482,"앱개발, 웹개발, 프론트엔드, 트러블슈팅, Android",서울 강남구
360,(주)에이치에스오코리아,[HSO 한국지사]  그룹웨어 개발자 모집 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49552904,"백엔드/서버개발, 웹개발, 프론트엔드, 솔루션, 인터페이스",서울 마포구 외
361,(주)넷컴솔루션,[넷컴솔루션] 컨택센터 기술영업 정규직 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49356170,"데이터엔지니어, 백엔드/서버개발, 앱개발, IT컨설팅, SI개발",서울 성동구
362,한국특수가스(주),한국특수가스㈜ 부문별 신입 및 경력 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49331516,"백엔드/서버개발, 웹개발, 웹마스터, 유지보수, 정보보안",전북 익산시 외
363,한국마이크로닉(주),"Java,Web 경력자 채용 공고 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49447863,"앱개발, 웹개발, 프론트엔드, C++, HTML5",경기 성남시 중원구
364,(주)이씨에스텔레콤,CTI 솔루션 개발 (ETI) 경력채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49554939,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 프론트엔드, 네트워크",서울 서초구 외
365,엔에이치엔한국사이버결제 주식회사,[NHN KCP] 간편결제 서비스 개발 및 운영 담당 모집 (대리급) 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49565161,"백엔드/서버개발, 앱개발, 웹개발, 인프라, 정보통신",서울 구로구
366,(주)아이티이지,ITEASY 시스템 개발팀 PHP 개발자 경력 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49563365,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), API",서울 서초구
367,(주)와이즈에이아이,"(주)와이즈에이아이 AI관련 소프트웨어 개발자(신입,경력) 모집 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49429534,"백엔드/서버개발, 앱개발, 웹개발, 머신러닝, S/W",경기 성남시 분당구
368,(주)리마커블교육,"유능한 Web, Mobile 기획자(디자이너)를 모십니다. UI/UX 디자인 스크랩",/zf_user/jobs/relay/view?view_type=list&rec_idx=49535591,"앱개발, 웹개발, 프론트엔드, 반응형웹, UI/UX디자인",경기 성남시 수정구
369,케이엠아이에스(주),Unity 개발 정규직 채용 - 경력사원 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49386126,"앱개발, 웹개발, 프론트엔드, AR(증강현실), GIS",인천 부평구
370,보나캠프 주식회사,[경력] PG 개발자 채용 스크랩,/zf_user/jobs/relay/view?view_type=list&rec_idx=49527759,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), SI개발",서울 금천구
