course_id,auth,academy_name,region,course_name,start_date,end_date,tr_date,total_hour,employment_rate,price_total,self_payment
1,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,한 번에 합격하는 정보처리기사 필기,20250123,20250222,,21,해당없음,62370,21830
2,훈련기관 3년 인증,러닝팩토리 원격평생교육원,서울 서초구,[상위1% 프로그래밍] Windows System Programming 시작을 위한 넓고 얕은 지식,20250123,20250222,,17,해당없음,50490,17680
3,우수훈련기관 5년 인증,양정인력개발센터,부산 부산진구,빅데이터·생성형AI 활용 디지털 헬스케어 솔루션 개발,20250123,20250609,90,720,해당없음,6196320,0
4,우수훈련기관 5년 인증,이젠아카데미컴퓨터학원,인천 남동구,"(산대특)피그마 활용 웹 UI/UX설계 및 디자인(기획,설계,포트폴리오)",20250123,20250213,12,90,해당없음,774540,0
5,우수훈련기관 5년 인증,두드림컴퓨터아카데미,경기 용인시 기흥구,AWS 클라우드 활용 풀스택+RPA 자동화 솔루션 개발 과정,20250123,20250717,119,950,62.2,9003150,0
6,우수훈련기관 5년 인증,주식회사 이젠컴퓨터아카데미,서울 노원구,"클라우드기반 AI Automation 스마트관리시스템(물류관리,생산관리)자바 백엔드개발",20250123,20250718,120,960,52,9097920,0
7,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,(K-DIGITAL)기업요구 생성형 AI를 활용한 개발자 양성 과정,20250123,20250724,124,986,69.2,9360090,0
8,우수훈련기관 5년 인증,주식회사 이젠컴퓨터아카데미,서울 노원구,"기업의 업무 자동화(RPA, 챗GPT) 플랫폼(JAVA, Spring) 개발",20250123,20250718,119,950,52,9018350,0
9,우수훈련기관 5년 인증,안산 그린컴퓨터아카데미,경기 안산시 단원구,"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",20250123,20250814,138,1100,54.5,10442300,0
10,우수훈련기관 5년 인증,주식회사 이젠컴퓨터아카데미,서울 노원구,AI기반 예측 분석 시스템개발,20250123,20250718,120,960,52,9113280,0
11,훈련기관 3년 인증,(주)세종교육,경기 성남시 수정구,"융합_[ ESG ] AIoT를 활용한 스마트 환경공정제어 자동화시스템 구축 (MES, ERP, PLC)",20250123,20250819,139,1110,해당없음,20146500,0
12,우수훈련기관 5년 인증,더조은컴퓨터아카데미 종로,서울 종로구,인공지능(AI)활용 서비스 개발자(프론트엔드_React) 취업과정,20250123,20250801,130,1040,50,9872720,0
13,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,자바(Spring)기반 크로스 플랫폼(React-Native) 웹&앱 개발자 양성 과정,20250123,20250728,124,992,69.2,9417050,0
14,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,파이썬 3 핵심 바이블,20250123,20250222,,18,해당없음,53460,18720
15,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,한번에 합격하는 정보처리기사 실기,20250123,20250222,,25,해당없음,74250,25990
16,훈련기관 3년 인증,러닝팩토리 원격평생교육원,서울 서초구,한 번에 합격하는 정보처리기사 필기,20250123,20250222,,21,해당없음,62370,21830
17,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,비전공자도 쉽게 배우는 웹개발 종합반,20250124,20250222,,22,해당없음,65340,22870
18,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,[상위1% 파이썬 웹 ] Django를 이용한 웹 애플리케이션 작성,20250124,20250222,,21,해당없음,62370,21830
19,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,"왕초보를 위한 프론트엔드 개발자 첫걸음 : 기초 코딩, 리액트, 취업 가이드까지 한 번에!",20250124,20250222,,16,해당없음,47520,16640
20,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,코딩 왕초보를 위한 웹개발 챌린지 : 프론트부터 백엔드까지 쉽고 빠르게!,20250124,20250222,,16,해당없음,47520,16640
21,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,쉽게 배우는 자바스크립트(JavaScript) 프로그래밍,20250206,20250402,,61,39.4,181170,63410
22,훈련기관 3년 인증,(주)세종교육,경기 성남시 수정구,[인공지능]AIoT를 이용한 빅데이터 분석 산업솔루션 개발 취업연계 부트캠프,20250123,20250814,137,1090,해당없음,10329930,0
23,우수훈련기관 5년 인증,(주)글로벌아카데미(구.글로벌직업전문학교),경기 화성시,심화_LowCode 기반의 AI융합 스마트관리시스템 개발 심화과정,20250123,20250326,40,320,77.3,4673920,0
24,우수훈련기관 5년 인증,더조은컴퓨터아카데미 종로,서울 종로구,"프로젝트 기반 풀스택(프론트/백엔드) 개발자 취업캠프(리액트,자바,스프링부트)",20250123,20250903,151,1206,50,11448550,0
25,우수훈련기관 5년 인증,(주)솔데스크,서울 종로구,AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,20250123,20250721,120,960,62.5,9113280,0
26,훈련기관 3년 인증,(주)세종교육,경기 성남시 수정구,"[ 로봇 ] AI 영상기법을 활용한 실용적인 산업화 자율주행, 서비스 협동로봇 개발자 과정 (라이다, 뎁스카메라) ",20250123,20250801,128,1020,해당없음,9732840,0
27,우수훈련기관 5년 인증,(주)이젠컴퓨터아카데미안산,경기 안산시 상록구,"생성형AI 기반 UX UI  디자인& 프론트엔드 개발 과정(ChatGPT, 일러 포토, 피그마, 자바스크립트, 리액트)",20250123,20250730,127,1014,86.7,9625900,0
28,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,[상위1% 프로그래밍] Windows System Programming 시작을 위한 넓고 얕은 지식,20250123,20250222,,17,해당없음,50490,17680
29,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,모던 웹 개발을 위한 JAVA9 프로그래밍,20250203,20250304,,21,해당없음,62370,21830
30,,코드잇 평생교육원,서울 강남구,[스프린트 라이트] JavaScript 프로그래밍 기초,20250128,20250225,7,62,해당없음,500000,50000
31,,KH정보교육원 강남지원,서울 강남구,왕초보를 위한 C언어 핵심요점 정리에서 데이터 시각화까지,20250206,20250305,28,35,해당없음,280000,28000
32,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,HTML5 & JavaScript,20250123,20250222,,20,해당없음,59400,20790
33,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,[상위1% 프로그래밍] Windows System Programming 시작을 위한 넓고 얕은 지식,20250124,20250222,,17,해당없음,71060,24880
34,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,COS PRO 2급 파이썬(전문코딩능력평가) ,20250206,20250305,28,29,39,86130,30150
35,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,HTML5 & JavaScript,20250206,20250305,28,20,39,59400,20790
36,훈련기관 3년 인증,한국이러닝협회,서울 구로구,"와우패스! 파이썬 입문, 기초부터 실전까지",20250123,20250219,28,25,해당없음,74250,25990
37,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,초보자도 쉽게 배우는 웹 개발 : Django와 SQL,20250124,20250222,,17,해당없음,50490,17680
38,훈련기관 3년 인증,한국이러닝협회,서울 구로구,쿠버네티스 기반 GitOps 구축하기,20250123,20250219,28,27,해당없음,80190,28070
39,우수훈련기관 5년 인증,인천 그린컴퓨터아카데미,인천 부평구,『리엑트』 React 프로그래밍 실무교육,20250123,20250228,13,39,해당없음,258180,90370
40,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,왕초보를 위한 웹사이트 제작 A to Z : 네이버 모두&망고보드 활용,20250124,20250222,,17,해당없음,50490,17680
41,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,왕초보를 위한 게임 제작 가이드 : Unity와 Unreal Engine으로 시작하기,20250124,20250222,,16,해당없음,47520,16640
42,훈련기관 3년 인증,휴먼IT교육센터_국비지원무료교육,서울 영등포구,"파이썬(Python)기반 웹프로그래밍 개발자(HTML,CSS,JavaScript,장고)",20250123,20250318,35,280,해당없음,1853600,648760
43,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,"누구나 배우는 파이썬, 기초부터 머신러닝까지!",20250206,20250305,,38,39.4,112860,39510
44,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,"(산대특)_공공데이터를 활용한 Node.js, Java 전문가_양성_육성",20250123,20250630,105,840,해당없음,7229040,0
45,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,[원패스] 리눅스마스터 2급 올인원,20250206,20250305,28,21,39,62370,21830
46,훈련기관 3년 인증,한국이러닝협회,서울 구로구,와우패스! SQL 개발자(SQLD) 합격반(이론+문풀),20250123,20250219,28,25,해당없음,74250,25990
47,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,모던 웹 개발을 위한 JAVA9 프로그래밍,20250124,20250222,,21,해당없음,62370,21830
48,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,자바스크립트(JavaScript) 프로그래밍,20250206,20250305,28,41,39.4,121770,42620
49,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,파이썬으로 만드는 업무매크로 활용법,20250123,20250219,28,21,39,62370,21830
50,훈련기관 3년 인증,러닝팩토리 원격평생교육원,서울 서초구,파이썬으로 만드는 업무매크로 활용법,20250123,20250222,,21,해당없음,62370,21830
51,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,[ITⓔ코칭] Oracle로 배우는 실전 데이터관리,20250203,20250304,,17,해당없음,50490,17680
52,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,실전 개발자를 위한 Spring Framework,20250124,20250222,,23,해당없음,68310,23910
53,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,[원패스] 리눅스마스터 2급 올인원,20250203,20250304,,21,해당없음,63000,22460
54,우수훈련기관 5년 인증,(주)알파코,서울 성동구,Algorithm Problem Solving : Part 2,20250123,20250222,30,12,해당없음,499000,49900
55,우수훈련기관 5년 인증,(주)알파코,서울 성동구,Algorithm Problem Solving : Part 1,20250123,20250222,30,14,해당없음,499000,49900
56,,KH정보교육원 강남지원,서울 강남구,데이터 분석 모델링 DBA의 첫걸음 SQL 마스터하기,20250206,20250305,28,25,해당없음,200000,20000
57,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,비전공자를 위한 SQL,20250203,20250304,,17,해당없음,50490,17680
58,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,실습과 함께하는! 데이터베이스 Oracle 12C,20250124,20250222,,22,해당없음,65340,22870
59,우수훈련기관 5년 인증,역삼 그린컴퓨터아카데미,서울 강남구,"기초 웹코딩 HTML, CSS 시작하기_36H",20250123,20250304,13,39,해당없음,258180,90370
60,훈련기관 3년 인증,휴먼IT교육센터_국비지원무료교육,서울 영등포구,자바(JAVA) 실무기초 스타트 과정,20250123,20250211,10,39,해당없음,258180,90370
61,훈련기관 3년 인증,(주)세종교육,경기 성남시 수정구,자바(Java)프로그래밍 기초 입문부터,20250123,20250205,5,39,해당없음,258180,90370
62,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,자바스크립트(Javascript) & 제이쿼리(jQuery) 학습반,20250123,20250214,13,39,56.5,258180,90370
63,우수훈련기관 5년 인증,하이컴퓨터그래픽전산회계학원,경기 안산시 단원구,프로그래밍(코딩) 초보를 위한 파이썬(Phython) 기초 with 챗GPT,20250123,20250201,10,60,44.4,397200,139020
64,우수훈련기관 5년 인증,역삼 그린컴퓨터아카데미,서울 강남구,웹퍼블리셔 웹코딩 중급(자바스크립트Javascript+Jquery),20250123,20250304,13,39,해당없음,258180,90370
65,우수훈련기관 5년 인증,강남 그린컴퓨터아카데미,서울 강남구,『JAVA』자바 프로그래밍 기초부터 실무테크닉,20250123,20250304,13,39,해당없음,258180,90370
66,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,(산대특)_AI기반 챗봇(GPT) 활용한 웹개발(Python)전문가 과정_양성_육성,20250123,20250630,106,842,해당없음,7246250,0
67,우수훈련기관 5년 인증,글로벌아이티(IT)인재개발학원,서울 관악구,"풀스택 프레임워크(자바,스프링)기반 데이터 융합SW개발자 과정",20250123,20250721,120,960,64.5,9097920,0
68,우수훈련기관 5년 인증,연세IT미래교육원(구.연세직업전문학교),경기 수원시 장안구,클라우드 보안엔지니어(화이트해커) 양성,20250123,20250729,129,1030,68.2,9761310,0
69,우수훈련기관 5년 인증,글로벌아이티(IT)인재개발학원,서울 관악구,데브옵스/MSA/컨테이너 기반의 클라우드 네이티브 엔지니어 전문가 과정,20250123,20250721,120,960,64.5,9097920,0
70,우수훈련기관 5년 인증,(주)글로벌아카데미(구.글로벌직업전문학교),경기 화성시,"차세대 AI 예측 Solution 개발(Java, Python)",20250123,20250721,120,960,77.3,9097920,0
71,우수훈련기관 5년 인증,주식회사 이젠컴퓨터아카데미 하남미사점,경기 하남시,"프로젝트기반 풀스택 개발자 양성 과정(Java,Node,React,Vue)",20250123,20250718,120,960,50,9097920,0
72,우수훈련기관 5년 인증,(주)솔데스크,서울 종로구,자바/파이썬/챗GPT를 활용한 AI 개발자 양성과정,20250123,20250721,120,960,62.5,9113280,0
73,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,실습과 함께하는! 데이터베이스 MySQL,20250124,20250222,,21,해당없음,62370,21830
74,우수훈련기관 5년 인증,더조은컴퓨터아카데미,서울 강남구,[정보보안] 취약점분석 등 정보보안 전문가 취업캠프,20250123,20250806,133,1058,76.3,10043590,0
75,우수훈련기관 5년 인증,글로벌아이티(IT)인재개발학원,서울 관악구,"ChatGPT를 활용한 AI 웹앱(자바,파이썬) 서비스 개발자 양성 과정",20250123,20250721,120,960,64.5,9113280,0
76,,(주)신세계아이앤씨,서울 강남구,JAVA 기반 백엔드 개발자 양성,20250123,20250729,120,960,52.3,17424000,0
77,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,[상위1% 파이썬 웹 ] Django를 이용한 웹 애플리케이션 작성,20250123,20250222,,21,해당없음,62370,21830
78,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,비전공자를 위한 SQL 입문,20250123,20250222,,16,해당없음,47520,16640
79,훈련기관 3년 인증,러닝팩토리 원격평생교육원,서울 서초구,[원패스] 핵심공략 정보처리기사 필기 종합반 (2024),20250123,20250324,,56,해당없음,166320,58220
80,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,[ITⓔ코칭] JAVA로 잡는 실전 프로그래밍,20250203,20250304,,17,해당없음,50490,17680
81,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,파이썬을 이용한 자동화 스크립트,20250203,20250304,,26,해당없음,77220,27030
82,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,비전공자도 쉽게 하는 Python 입문,20250123,20250222,,17,해당없음,50490,17680
83,훈련기관 3년 인증,(주)이패스코리아,서울 영등포구,epass SQL 개발자(SQLD),20250206,20250307,,17,해당없음,50490,17680
84,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,[원패스] 핵심공략 정보처리기사 필기 종합반 (2024),20250124,20250324,,56,해당없음,166320,58220
85,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,"세상에서 가장 쉬운 IT 부트캠프, 파이썬 BASIC",20250203,20250304,,21,해당없음,62370,21830
86,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,[원패스] 핵심공략 정보처리기사 필기 종합반 (2024),20250123,20250322,,56,해당없음,166320,58220
87,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,비전공자도 쉽게 배우는 앱개발 종합반,20250124,20250222,,23,해당없음,68310,23910
88,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,왕초보도 할 수 있는 파이썬 프로그래밍 : 기초 개념부터 자동 매매봇 구현까지,20250124,20250222,,16,해당없음,47520,16640
89,훈련기관 3년 인증,유스마트에듀평생교육원,부산 동래구,[원패스] 핵심공략 정보처리기사 실기 종합반,20250123,20250222,,46,해당없음,136620,47820
90,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,비전공자도 쉽게 시작하는 C언어 기초,20250124,20250222,,16,해당없음,47520,16640
91,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,프론트엔드 React.js 기초,20250123,20250214,13,39,56.5,258180,90370
92,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,실습과 함께하는! 데이터베이스 MySQL,20250203,20250304,,21,해당없음,62370,21830
93,우수훈련기관 5년 인증,(주)우리인재개발원,경기 부천시,웹기초(HTML5+CSS3),20250123,20250212,12,36,45.5,238320,83420
94,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,스크래치로 배우는 COS 2급(코딩활용능력평가),20250206,20250305,28,21,39,62370,21830
95,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,한 번에 합격하는 정보처리기사 필기,20250206,20250305,28,21,39,62370,21830
96,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,[원패스] 핵심공략 정보처리기사 실기 종합반 (2024),20250206,20250305,28,43,39,127710,44700
97,우수훈련기관 5년 인증,인천더조은컴퓨터아트학원,인천 부평구,어도비(Adobe)XD로 왕초보가 UIUX 모바일 웹앱 디자이너로 변신하기!,20250123,20250219,13,39,57.8,258180,90370
98,우수훈련기관 5년 인증,그린컴퓨터아트학원,서울 종로구,"『HTML5&CSS3』UI/UX웹퍼블리셔 프론트엔드(웹표준,반응형)",20250123,20250304,10,30,해당없음,198600,69510
99,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,[상위1% 파이썬 웹 ] Django를 이용한 웹 애플리케이션 작성,20250206,20250305,28,21,39,87780,30730
100,우수훈련기관 5년 인증,그린컴퓨터아트학원,서울 종로구,"[웹코딩] UI/UX웹퍼블리셔 프론트엔드(자바스크립트,제이쿼리,반응형웹디자인)",20250123,20250304,10,30,해당없음,198600,69510
101,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,[원패스] 핵심공략 정보처리기사 필기 종합반 (2024),20250206,20250402,56,56,39,166320,58220
102,훈련기관 3년 인증,유스마트에듀평생교육원,부산 동래구,[원패스] 핵심공략 정보처리기사 필기 종합반,20250123,20250222,,45,해당없음,133650,46780
103,우수훈련기관 5년 인증,에듀퓨어,경기 고양시 일산동구,[상위1% 파이썬 웹] Django를 이용한 웹 애플리케이션 작성,20250203,20250304,,21,해당없음,87780,30730
104,,코드잇 평생교육원,서울 강남구,[스프린트 라이트] JavaScript 프로그래밍 중급,20250128,20250225,7,62,해당없음,500000,50000
105,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,쉽게 배우는 자바스크립트(JavaScript) 프로그래밍,20250206,20250402,56,61,39.4,181170,63410
106,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,쉽게 배우는 자바(Java) 프로그래밍 [입문자 과정],20250206,20250402,56,61,39.4,181170,63410
107,훈련기관 3년 인증,사단법인 한국에듀테크산업협회,서울 강남구,비전공자도 쉽게 하는 Python 입문,20250123,20250219,28,21,39,62370,21830
108,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,SW코딩강사 양성과정,20250206,20250402,,61,39.4,181170,63410
109,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,[DS Class] 실무에 바로 써먹는 파이썬 완전정복 클래스,20250206,20250402,56,63,39.4,187110,65490
110,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,SW코딩강사 양성과정,20250206,20250402,56,61,39.4,181170,63410
111,훈련기관 3년 인증,(사)한국디지털컨버전스협회,서울 영등포구,"누구나 배우는 파이썬, 기초부터 머신러닝까지!",20250206,20250305,28,38,39.4,112860,39510
112,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,"세상에서 가장 쉬운 IT 부트캠프, 파이썬 BASIC",20250123,20250222,,21,해당없음,62370,21830
113,훈련기관 3년 인증,러닝팩토리 원격평생교육원,서울 서초구,파이썬 3 핵심 바이블,20250123,20250222,,19,해당없음,56430,19760
114,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,파이썬을 이용한 자동화 스크립트,20250124,20250222,,26,해당없음,77220,27030
115,우수훈련기관 5년 인증,더조은컴퓨터아카데미 종로,서울 종로구,[60시간 단기 완성]SQL 개발자 자격증(SQLD) 취득_평일,20250123,20250306,20,60,40.8,397200,139020
116,훈련기관 3년 인증,휴먼IT교육센터_국비지원무료교육,서울 영등포구,파이썬(Python) 실무기초 스타트 과정,20250123,20250211,10,39,해당없음,258180,90370
117,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,"웹퍼블리셔(웹디자인) HTML5, CSS3",20250123,20250214,13,39,56.5,258180,90370
118,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,[원패스] 리눅스마스터 2급 올인원,20250124,20250222,,21,해당없음,62370,21830
119,훈련기관 3년 인증,러닝플러스 주식회사,부산 부산진구,[원패스] 리눅스마스터 2급 올인원,20250123,20250222,,21,해당없음,62370,21830
120,훈련기관 3년 인증,(주)세종교육,경기 성남시 수정구,"[풀스텍]클라우드 기반의 웹&앱 개발자 취업연계 부트캠프(자바,도커,보안)",20250123,20250814,137,1090,해당없음,10329930,0
121,우수훈련기관 5년 인증,연세IT미래교육원(구.연세직업전문학교),경기 수원시 장안구,"기업 실무프로젝트 반영 풀스택 개발자 양성(자바,스프링,리액트,뷰,클라우드)",20250123,20250807,135,1080,68.2,10252440,0
122,우수훈련기관 5년 인증,하이미디어IT인재개발학원,경기 성남시 중원구,자바 풀스택&AI를 활용한 개발자양성 취업과정(APS플랫폼 개발),20250123,20250718,120,960,67.2,9113280,0
123,훈련기관 3년 인증,윈스펙원격평생교육원,서울 강남구,[원패스] 핵심공략 정보처리기사 실기 종합반,20250124,20250324,,46,해당없음,136620,47820
124,우수훈련기관 5년 인증,(주)솔데스크,서울 종로구,"(디지털컨버전스)JAVA, Python, AutoML을 응용한 풀 스택 개발자 과정 A",20250123,20250710,113,900,62.5,7217100,0
125,우수훈련기관 5년 인증,주식회사 이젠컴퓨터아카데미,서울 노원구,"빅데이터 플랫폼 풀스택(프론트엔드,백엔드) 개발",20250123,20250709,113,900,52,6561000,0
126,우수훈련기관 5년 인증,안산 그린컴퓨터아카데미,경기 안산시 단원구,(디지털컨버전스) 데이터 융합 자바(JAVA) & 스프링(spring) ,20250123,20250710,113,900,54.5,6561000,0
127,우수훈련기관 5년 인증,두드림컴퓨터아카데미,경기 용인시 기흥구,[스마트웹&콘텐츠개발] 스마트 웹콘텐츠 UI/UX 디자인 & 프론트엔드(React.js) - A,20250123,20250709,113,900,62.2,6561000,0
128,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,(스마트웹&콘텐츠개발) 프론트엔드 프레임워크 기반 자바 웹 콘텐츠 개발_A,20250123,20250718,119,950,69.2,6925500,0
129,우수훈련기관 5년 인증,성남 그린컴퓨터아카데미,경기 성남시 분당구,"(디지털디자인) UI/UX 디자인 및 개발(웹, 앱, 피그마)A",20250123,20250616,95,760,59.8,5540400,0
130,우수훈련기관 5년 인증,인천 그린컴퓨터아카데미,인천 부평구,"[디지털디자인] UI/UX 프론트엔드 반응형 웹디자인&웹퍼블리셔 (웹,앱,피그마) 개발 양성과정 A",20250123,20250616,95,760,80,5540400,0
131,"우수훈련기관,BHA 5년 인증",연희직업전문학교(주),인천 서구,"(스마트웹&콘텐츠개발)자바(JAVA),스프링(Spring)활용 백엔드개발 풀스택 웹개발자 A",20250123,20250715,117,934,78.4,6808860,0
132,우수훈련기관 5년 인증,서울IT아카데미 홍대,서울 마포구,(디지털컨버전스) 클라우드 서비스와 가상화 솔루션 Docker 활용 웹&앱 개발자 양성 (1),20250123,20250709,113,900,56.3,6561000,0
133,우수훈련기관 5년 인증,이젠아카데미DX교육센터,서울 서초구,"UI/UX 웹&앱 프론트엔드(피그마Figma,react.js)",20250123,20250710,113,900,73.9,7217100,0
134,우수훈련기관 5년 인증,이젠아카데미 DX교육센터,서울 종로구,"스마트 웹콘텐츠 UI/UX 디자인 & 프론트엔드(피그마,Figma) B",20250123,20250701,107,900,76,6672530,0
135,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,(스마트웹&콘텐츠개발) UI/UX웹디자인 웹퍼블리셔 프론트엔드 전문가 양성,20250123,20250718,119,950,69.2,6925500,0
136,"우수훈련기관,BHA 5년 인증",방송정보국제교육원,서울 영등포구,"(스마트웹&콘텐츠개발)UI/UX웹퍼블리싱,프론트엔드2",20250123,20250719,116,922,82.1,6721380,0
137,우수훈련기관 5년 인증,주식회사 이젠컴퓨터아카데미,서울 노원구,프로젝트기반 풀스택 자바웹개발자(프론트엔드&백엔드),20250123,20250718,119,950,52,6925500,0
138,우수훈련기관 5년 인증,이젠아카데미컴퓨터학원,인천 남동구,UIUX 프론트엔드 개발(react.js) & 웹디자인(figma)_A,20250123,20250613,95,760,44.4,5540400,0
139,우수훈련기관 5년 인증,이젠아카데미 DX교육센터,서울 종로구,UIUX 웹디자인(피그마[Figma]) & 프론트엔드(react.js) B,20250123,20250530,85,760,76,5717540,0
140,우수훈련기관 5년 인증,그린컴퓨터아트학원,서울 종로구,[디지털디자인] ChatGPT 활용 UI/UX 반응형 웹앱디자인&웹퍼블리셔 개발자 C,20250123,20250616,95,760,60.5,5540400,0
141,우수훈련기관 5년 인증,라인컴퓨터아트학원,경기 안산시 단원구,(스마트웹&콘텐츠개발) 프론트엔드 프레임워크 기반 자바 웹 콘텐츠 개발_B,20250123,20250718,119,950,69.2,6925500,0
142,훈련기관 3년 인증,비트교육센터,서울 서초구,(산대특)_클라우드 기반 자바 백엔드 개발자 양성과정_육성,20250124,20250723,120,960,해당없음,8261760,0
143,우수훈련기관 5년 인증,이젠IT컴퓨터아카데미,경기 성남시 중원구,RPA+시큐어코딩을 활용한 자바스프링 개발자 양성과정,20250124,20250721,119,950,84.8,9018350,0
144,우수훈련기관 5년 인증,하이미디어컴퓨터학원,경기 구리시,"생성형 AI 활용 자바 풀스택개발(ChatGPT, Claude, React, Springboot, AWS) 부트캠프",20250124,20250721,120,960,61.4,9113280,0
145,우수훈련기관 5년 인증,그린컴퓨터아카데미 부산,부산 부산진구,자바&Springboot 크로스 플렛폼(풀스택) 융합 응용SW개발자 양성과정,20250124,20250718,119,950,68.4,9018350,0
146,우수훈련기관 5년 인증,연세IT미래교육원(구.연세직업전문학교),경기 수원시 장안구,AI 네이티브 언리얼(Unreal) 게임프로그래밍(VR콘텐츠 제작 전문가 양성),20250124,20250912,154,1232,68.2,11695370,0
147,우수훈련기관 5년 인증,인천 그린컴퓨터아카데미,인천 부평구,『파이썬』 Python을 활용한 업무자동화,20250124,20250227,13,39,해당없음,258180,90370
148,우수훈련기관 5년 인증,강남 그린컴퓨터아카데미,서울 강남구,자바로 시작하는 프로그래밍 입문,20250124,20250306,13,39,해당없음,258180,90370
149,우수훈련기관 5년 인증,(주)이젠아카데미컴퓨터학원(성남분당),경기 성남시 분당구,"프로젝트 기반 풀스택(JAVA, Spring) 개발자 양성 과정",20250124,20250721,119,950,91.3,9003150,0
150,훈련기관 3년 인증,라인원격평생교육원,대구 수성구,데이터 분석을 위한 Start line! 파이썬,20250206,20250307,30,45,해당없음,220000,22000
151,우수훈련기관 5년 인증,역삼 그린컴퓨터아카데미,서울 강남구,프로그래밍 개발자의 시작 [자바(JAVA) 프로그래밍],20250124,20250307,13,39,해당없음,258180,90370
152,우수훈련기관 5년 인증,(주)이젠아카데미컴퓨터학원(성남분당),경기 성남시 분당구,[스마트웹&콘텐츠개발]스마트UI/UX 웹퍼블리셔&프론트엔드(react.js)-A,20250124,20250711,113,900,91.3,6561000,0
