Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2024-02-20,177.4717254638672,182.628314043749,177.10408415695557,181.5350742178316,4247200
2024-02-21,173.85337829589844,177.07503704877607,172.93428991733677,176.62032752506934,4728500
2024-02-22,178.21665954589844,178.54559396524746,176.010826687879,176.51391241074927,5078400
2024-02-23,179.6775360107422,180.39346516631076,178.56495756798117,178.88420791167925,3433800
2024-02-26,178.1392822265625,180.07421165145377,178.07155261076812,179.56145653484478,4620800
2024-02-27,178.85519409179688,179.10674436131,176.67839852012258,178.1683024227566,3641400
2024-02-28,179.2711944580078,179.33890930401705,177.57813139737803,178.62299494341872,3216300
2024-02-29,179.00997924804688,180.7707719599806,178.68104481691816,180.0935349093361,6458500
2024-03-01,182.0768280029297,182.25097930087543,179.15508088602508,179.4550073012462,4017300
2024-03-04,186.7787322998047,187.59139910344987,181.49638331377125,181.65116644612763,7938300
2024-03-05,185.704833984375,187.6300939250442,184.36974282467818,185.75321016865752,5653600
2024-03-06,189.7778778076172,191.68378443467577,186.68199374108585,187.2044181801125,6945800
2024-03-07,190.14549255371094,192.26424246283898,189.758512605285,191.15166403936036,4604500
2024-03-08,189.57469177246094,191.33548448940863,188.0557799759598,189.68111347252193,3942500
2024-03-11,185.49197387695312,189.02322833878887,184.66963786756978,188.74265535262353,4725100
2024-03-12,191.34515380859375,192.6995983889723,185.89832320441812,186.1982496408165,5880100
2024-03-13,190.30030822753906,191.65476769832398,188.9652169470264,191.12265914774204,3993300
2024-03-14,187.1366729736328,191.3161271869775,185.8692966928007,190.54215254424642,4109600
2024-03-15,184.85348510742188,186.77873038953334,184.4955131343057,185.74355084931204,8827900
2024-03-18,185.45330810546875,186.94319722715542,184.12788620899596,185.46297743789088,5410600
2024-03-19,187.04962158203125,187.28181842450707,184.0891819615784,185.25982074417684,5317300
2024-03-20,187.64944458007812,187.6687832436345,185.08565447435407,186.59489692271222,3238600
2024-03-21,185.65646362304688,187.078637863993,183.82795599359312,186.72068066128523,6013600
2024-03-22,184.63095092773438,186.71100879012627,184.31168582060428,185.75321346873602,3987700
2024-03-25,182.6476593017578,184.61162627877948,182.6089672081103,184.0698336313327,3718300
2024-03-26,182.36708068847656,183.8182776170321,182.36708068847656,182.8701664238306,4229500
2024-03-27,184.59225463867188,184.7470525226698,182.4638354018857,183.43130003336475,3693300
2024-03-28,184.74705505371094,185.68548217775046,184.14721693558576,184.72770162736137,3742200
2024-04-01,183.65380859375,184.26331602168622,182.38643231727303,183.81827580588518,2364300
2024-04-02,182.73471069335938,183.62477631647786,181.49635723838256,182.986246164348,2693500
2024-04-03,184.68898010253906,185.12435096795335,182.3574017133353,182.46382340629512,2826200
2024-04-04,181.8253173828125,186.99157531804227,181.2448326601023,185.7532216877776,2983900
2024-04-05,182.98626708984375,184.1278830768386,181.90271138341285,182.45415856888596,2013600
2024-04-08,183.6441650390625,184.05049846060828,182.76376857787636,183.08303371530675,2678300
2024-04-09,183.15072631835938,185.0276100581786,180.5869509597436,184.34070367704342,2794200
2024-04-10,179.9871063232422,181.80594448139325,179.48403536394187,181.3222121850627,3081700
2024-04-11,179.85166931152344,180.72239633834474,178.57462367279314,179.98711376960603,2861700
2024-04-12,176.33978271484375,179.14542424440668,175.77865145646342,178.0134923957621,3545100
2024-04-15,175.3529815673828,181.3802826762161,174.99502434275274,179.53243626914661,3528100
2024-04-16,177.77163696289062,179.6678742525909,176.9105939784347,179.5517684512854,4473700
2024-04-17,177.14279174804688,178.66170364439748,175.86573126336407,178.16830196386442,3003000
2024-04-18,175.56581115722656,177.49107112451875,174.3081041601833,176.41718477288768,2886700
2024-04-19,175.67222595214844,176.85253395933012,174.69509200883903,176.49456201463505,3037600
2024-04-22,175.98182678222656,177.35563967641608,174.57900588974468,176.51393533105488,3076500
2024-04-23,176.2623748779297,178.6713522436056,173.17616049374857,176.78479925773348,5950200
2024-04-24,178.11026000976562,178.29406590532568,175.49809346831816,177.2105101480284,7616600
2024-04-25,163.41445922851562,166.83927762875192,160.27019908418995,162.7275528246337,16702200
2024-04-26,161.6923828125,162.40829725490053,160.33792335182923,162.05034003370025,8983800
2024-04-29,161.98260498046875,162.74691034785343,160.8216503119627,161.95358222093157,5242200
2024-04-30,160.79261779785156,161.33439562613117,159.8831986879514,161.07319080614263,6011600
2024-05-01,159.08021545410156,160.86036174295415,158.95445507997553,160.2992304387043,4029900
2024-05-02,159.3317413330078,159.51556196205632,157.32908260053742,159.0028069243619,3829900
2024-05-03,160.31857299804688,161.1892852745871,159.55426766073052,159.63166660389794,3400400
2024-05-06,163.1242218017578,163.1822673211231,160.96677967875647,161.08287071748708,4222300
2024-05-07,162.90170288085938,163.78208449508895,162.47601607186624,163.5015262413466,3155300
2024-05-08,164.37225341796875,164.7205413148558,162.4373239380052,162.5437456498968,3522000
2024-05-09,162.4571990966797,163.7078457027325,162.07614294184927,163.65898929131657,4266600
2024-05-10,163.31698608398438,164.21590218126778,162.50603238717153,163.2974554493036,2255400
2024-05-13,163.7176055908203,164.20613987100725,162.93594776074463,163.65898386261918,2414900
